content,sentiment
i went ahead and did the shooting afterwards a few of the guys asked me to go out for drinks and i agreed i knew i should have rang you tried to work things out with you but i was angry and feeling stubborn,anger
ive been comfort eating because im still feeling rubbish and i havent bothered to log most of it so theres no point checking on my food log yeah i know some of you do that,anger
i feel like ive isolated myself from regular relationships,sadness
i feel like how i m pissed that i have to spend an entire extra year in school because of stupid biochem,anger
i posted on here and i m feeling very neglectful,sadness
i woke up monday feeling like crap and blamed it on the weather,sadness
i zoom into those difficulties into feeling like having to give up everything and feeling more then helpless alone in a desert cast out by the ways voices and actions of others that is another story when i zoom into it i also temporarily loose the view of the full picture,sadness
i didnt feel like anyone really hated me or noone new anyway and i managed to just not think about those who do,sadness
i did see some things that i would never have done myself for the movie adaption but feel that if i did not read the book it would not have bothered me,anger
ive had to harden my heart to toughen my skin in order to truly protect myelf from feeling utterly devastated,sadness
i think we i can get caught up in the nature of being busy of feeling the need to fill each moment with industry of some sort of occupying blank spaces with effort and chores,sadness
i honestly feel kind of embarrassed and a bit guilty,sadness
i feel a bit rotten putting a post about teaching into the stones tag list for this blog its not really a grumble or groan subject for me to be honest,sadness
ive learned in this short journey thus far is i know when my body has had enough of sugar and fast food and junk even though those days are far and few between i start to feel lethargic,sadness
